Training Confusion Matrix
"Each column is predicted class, each row is actual class"
8880.0,0.0,73.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0
79137.0,0.0,52614.0,4054.0,228.0,0.0,0.0,16.0,304.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0
483687.0,0.0,382162.0,174704.0,612.0,2.0,12.0,71.0,1102.0,0.0,443.0,1823.0,113.0,0.0,3947.0,0.0
673284.0,2.0,236227.0,551720.0,4724.0,0.0,7.0,298.0,19403.0,0.0,14004.0,12910.0,0.0,0.0,24387.0,0.0
836114.0,0.0,41070.0,546616.0,8982.0,13.0,66.0,215.0,17923.0,0.0,27560.0,34548.0,10.0,0.0,201716.0,0.0
559069.0,0.0,9808.0,387605.0,19408.0,316.0,378.0,359.0,18427.0,0.0,30039.0,44707.0,98.0,0.0,142815.0,5.0
375385.0,0.0,1130.0,211965.0,4521.0,254.0,192.0,635.0,24582.0,0.0,23316.0,40305.0,47.0,0.0,172476.0,0.0
207825.0,0.0,115.0,98967.0,996.0,83.0,119.0,322.0,17307.0,0.0,12235.0,22010.0,26.0,0.0,64318.0,0.0
103073.0,0.0,3.0,50203.0,239.0,19.0,32.0,105.0,8044.0,0.0,5224.0,14754.0,2.0,0.0,30860.0,0.0
39689.0,0.0,0.0,32974.0,137.0,10.0,7.0,33.0,3877.0,0.0,1676.0,10163.0,1.0,0.0,28498.0,0.0
16460.0,0.0,2.0,14963.0,67.0,0.0,1.0,6.0,1533.0,0.0,459.0,5637.0,0.0,0.0,12457.0,0.0
7215.0,0.0,0.0,3830.0,63.0,0.0,0.0,4.0,577.0,0.0,188.0,3494.0,0.0,0.0,10228.0,0.0
2075.0,0.0,1.0,1982.0,32.0,0.0,0.0,1.0,114.0,0.0,51.0,1079.0,0.0,0.0,3098.0,0.0
632.0,0.0,14.0,1294.0,20.0,0.0,0.0,0.0,11.0,0.0,4.0,286.0,0.0,0.0,2072.0,0.0
152.0,0.0,3.0,296.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,626.0,0.0
328.0,0.0,130.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,157.0,0.0

Precision for each class. Each row is one class
0.0026171491481363773
0.0
0.5283209085464478
0.26505324244499207
0.22437050938606262
0.4533715844154358
0.23587223887443542
0.1559322029352188
0.07105755805969238
0.0
0.003984374925494194
0.018221832811832428
0.0
0.0
0.0008968751062639058
0.0

Recall for each class. Each row is one class
0.9433761835098267
0.0
0.36442264914512634
0.3589669466018677
0.005237828008830547
0.0002605038171168417
0.00022461183834820986
0.0007588558946736157
0.03784378990530968
0.0
0.008897935040295124
0.13648970425128937
0.0
0.0
0.5748392939567566
0.0

F1 score for each class. Each row is one class
0.005219817627221346
0.0
0.4313267767429352
0.30494317412376404
0.010236685164272785
0.0005207084468565881
0.0004487962869461626
0.0015103613259270787
0.04938574507832527
0.0
0.005504088010638952
0.032151345163583755
0.0
0.0
0.0017909558955579996
0.0






Testing Confusion Matrix
"Each column is predicted class, each row is actual class"
2252.0,0.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0
19674.0,0.0,12938.0,991.0,68.0,0.0,0.0,3.0,86.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
120548.0,0.0,95268.0,43879.0,144.0,2.0,6.0,24.0,285.0,0.0,107.0,463.0,23.0,0.0,1001.0,0.0
167861.0,0.0,59852.0,137761.0,1208.0,0.0,1.0,85.0,4860.0,0.0,3559.0,3214.0,1.0,0.0,6051.0,0.0
209601.0,0.0,10382.0,136421.0,2108.0,4.0,17.0,53.0,4388.0,0.0,7040.0,8557.0,1.0,0.0,50821.0,0.0
140408.0,0.0,2354.0,97159.0,4791.0,80.0,74.0,92.0,4599.0,0.0,7367.0,11053.0,21.0,0.0,35800.0,1.0
94017.0,0.0,245.0,52674.0,1124.0,71.0,57.0,186.0,6150.0,0.0,5778.0,10033.0,12.0,0.0,43370.0,0.0
51752.0,0.0,29.0,24869.0,265.0,25.0,27.0,86.0,4259.0,0.0,2942.0,5596.0,1.0,0.0,15983.0,0.0
25989.0,0.0,1.0,12529.0,62.0,3.0,13.0,18.0,2054.0,0.0,1303.0,3669.0,0.0,0.0,7629.0,0.0
9929.0,0.0,0.0,8028.0,30.0,4.0,1.0,5.0,947.0,0.0,381.0,2535.0,0.0,0.0,6870.0,0.0
4023.0,0.0,0.0,3847.0,13.0,0.0,1.0,0.0,399.0,0.0,121.0,1397.0,0.0,0.0,3126.0,0.0
1820.0,0.0,2.0,904.0,13.0,0.0,0.0,0.0,156.0,0.0,38.0,882.0,0.0,0.0,2526.0,0.0
513.0,0.0,3.0,474.0,8.0,0.0,0.0,0.0,32.0,0.0,16.0,273.0,0.0,0.0,724.0,0.0
134.0,0.0,4.0,374.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,68.0,0.0,0.0,535.0,0.0
36.0,0.0,1.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,160.0,0.0
79.0,0.0,30.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,39.0,0.0

Precision for each class. Each row is one class
0.0026536700315773487
0.0
0.525993824005127
0.26489391922950745
0.2142711877822876
0.42328041791915894
0.2893401086330414
0.1557970941066742
0.07278783619403839
0.0
0.00422294344753027
0.01847120374441147
0.0
0.0
0.0009157980675809085
0.0

Recall for each class. Each row is one class
0.9514153003692627
0.0
0.36396563053131104
0.3583298921585083
0.004909255541861057
0.00026333201094530523
0.00026670785155147314
0.0008125933236442506
0.03855828940868378
0.0
0.009360253810882568
0.1390947848558426
0.0
0.0
0.5992509126663208
0.0

F1 score for each class. Each row is one class
0.005292578134685755
0.0
0.4302300810813904
0.3046077787876129
0.009598592296242714
0.0005263365455903113
0.0005329244886524975
0.0016167541034519672
0.050411708652973175
0.0
0.005820101127028465
0.03261170908808708
0.0
0.0
0.001828801236115396
0.0

