Training Confusion Matrix
"Each column is predicted class, each row is actual class"
8580.0,0.0,64.0,161.0,157.0,0.0,18.0,0.0,0.0,0.0,0.0,199.0,0.0,41.0,145.0,0.0
93.0,0.0,52378.0,19655.0,63466.0,0.0,4.0,39.0,481.0,0.0,4.0,0.0,0.0,7.0,14.0,0.0
68754.0,0.0,382391.0,187880.0,349649.0,1.0,23544.0,53.0,1615.0,0.0,1963.0,750.0,512.0,24136.0,7751.0,0.0
303405.0,0.0,236965.0,559841.0,326554.0,112.0,19802.0,340.0,16736.0,0.0,18555.0,14814.0,229.0,14211.0,24539.0,167.0
396497.0,0.0,41097.0,546231.0,289231.0,5607.0,50550.0,889.0,16471.0,0.0,32009.0,53682.0,1016.0,54282.0,214890.0,12937.0
262905.0,0.0,9827.0,377859.0,180005.0,20200.0,38985.0,489.0,16983.0,6.0,36616.0,58544.0,1259.0,43642.0,150345.0,15458.0
174553.0,0.0,1090.0,209493.0,130093.0,5461.0,24779.0,642.0,23331.0,0.0,30827.0,48565.0,446.0,26211.0,174362.0,4960.0
76216.0,0.0,122.0,105306.0,92796.0,1312.0,10623.0,258.0,15967.0,0.0,15994.0,26588.0,594.0,15263.0,63200.0,326.0
30761.0,0.0,4.0,61880.0,47746.0,236.0,5971.0,111.0,7561.0,0.0,6787.0,16405.0,463.0,5137.0,29542.0,2.0
10283.0,0.0,0.0,33163.0,22458.0,110.0,3784.0,28.0,3503.0,0.0,2383.0,11584.0,458.0,1863.0,26943.0,3.0
3927.0,0.0,1.0,15483.0,9098.0,42.0,2302.0,75.0,1510.0,0.0,828.0,6703.0,173.0,450.0,11145.0,0.0
2389.0,0.0,2.0,4021.0,3452.0,54.0,985.0,27.0,575.0,0.0,238.0,4333.0,18.0,227.0,9365.0,0.0
981.0,0.0,3.0,2325.0,518.0,22.0,192.0,0.0,125.0,0.0,59.0,1179.0,0.0,28.0,2940.0,0.0
230.0,0.0,14.0,1459.0,147.0,0.0,87.0,0.0,11.0,0.0,4.0,336.0,0.0,22.0,2041.0,0.0
65.0,0.0,3.0,297.0,51.0,0.0,26.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,656.0,0.0
106.0,0.0,118.0,215.0,204.0,0.0,5.0,0.0,0.0,0.0,0.0,27.0,0.0,33.0,139.0,0.0

Precision for each class. Each row is one class
0.006404203828424215
0.0
0.5281067490577698
0.2634212374687195
0.19083282351493835
0.6092227697372437
0.13640542328357697
0.08742798864841461
0.0720994770526886
0.0
0.005660880357027054
0.01777881756424904
0.0
0.00011855748016387224
0.0009136273874901235
0.0

Recall for each class. Each row is one class
0.9161772727966309
0.0
0.36452943086624146
0.3644157648086548
0.16860957443714142
0.01665123738348484
0.028987625613808632
0.0006076808203943074
0.03556343540549278
0.0
0.01600402034819126
0.16869111359119415
0.0
0.005056309048086405
0.5872873663902283
0.0

F1 score for each class. Each row is one class
0.01271949615329504
0.0
0.4313301742076874
0.30579546093940735
0.17903418838977814
0.03241647034883499
0.047814205288887024
0.0012069722870364785
0.04763209447264671
0.0
0.00836346298456192
0.03216741979122162
0.0
0.00023168216284830123
0.0018244165694341063
0.0






Testing Confusion Matrix
"Each column is predicted class, each row is actual class"
2212.0,0.0,20.0,25.0,40.0,0.0,5.0,0.0,0.0,0.0,0.0,62.0,0.0,8.0,43.0,0.0
23.0,0.0,13174.0,4877.0,15782.0,0.0,1.0,16.0,118.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0
17091.0,0.0,95037.0,47056.0,87288.0,3.0,5904.0,12.0,392.0,0.0,496.0,176.0,145.0,5886.0,1943.0,0.0
75814.0,0.0,59111.0,140207.0,82325.0,19.0,4957.0,93.0,4223.0,0.0,4668.0,3763.0,69.0,3539.0,6323.0,38.0
98647.0,0.0,10353.0,136683.0,72514.0,1419.0,12657.0,211.0,4097.0,0.0,8006.0,13408.0,267.0,13535.0,53760.0,3280.0
65950.0,0.0,2335.0,94361.0,45073.0,5076.0,9616.0,112.0,4144.0,1.0,9351.0,14793.0,313.0,10881.0,37827.0,3877.0
43975.0,0.0,285.0,52123.0,32186.0,1404.0,6276.0,157.0,5890.0,0.0,7829.0,12165.0,128.0,6593.0,43523.0,1178.0
18948.0,0.0,22.0,26145.0,23196.0,296.0,2639.0,57.0,3867.0,0.0,4049.0,6590.0,158.0,3757.0,15780.0,88.0
7827.0,0.0,0.0,15265.0,11949.0,62.0,1498.0,28.0,1930.0,0.0,1731.0,4145.0,94.0,1266.0,7426.0,1.0
2581.0,0.0,0.0,8255.0,5604.0,32.0,968.0,7.0,859.0,0.0,604.0,2946.0,117.0,457.0,6802.0,0.0
980.0,0.0,1.0,3776.0,2242.0,9.0,558.0,12.0,379.0,0.0,206.0,1653.0,42.0,100.0,2817.0,0.0
585.0,0.0,0.0,952.0,837.0,10.0,219.0,8.0,159.0,0.0,60.0,1054.0,3.0,49.0,2318.0,0.0
255.0,0.0,1.0,566.0,133.0,4.0,44.0,0.0,22.0,0.0,17.0,299.0,0.0,10.0,753.0,0.0
62.0,0.0,4.0,352.0,45.0,0.0,24.0,0.0,4.0,0.0,0.0,101.0,0.0,7.0,505.0,0.0
6.0,0.0,1.0,65.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,133.0,0.0
26.0,0.0,42.0,57.0,44.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,32.0,0.0

Precision for each class. Each row is one class
0.006603339686989784
0.0
0.5268535017967224
0.2641602158546448
0.19119109213352203
0.6090712547302246
0.13830795884132385
0.07994389533996582
0.07399171590805054
0.0
0.00556471012532711
0.017232922837138176
0.0
0.0001518372300779447
0.0007389422389678657
0.0

Recall for each class. Each row is one class
0.9159420132637024
0.0
0.36352890729904175
0.36403313279151917
0.16909454762935638
0.01671331189572811
0.029366623610258102
0.00053981359815225
0.03626319766044617
0.0
0.01612524501979351
0.168532133102417
0.0
0.006340579595416784
0.5564853549003601
0.0

F1 score for each class. Each row is one class
0.013112149201333523
0.0
0.43021172285079956
0.30615755915641785
0.17946523427963257
0.03253387287259102
0.048446670174598694
0.001072385930456221
0.04867222532629967
0.0
0.008274085819721222
0.031268540769815445
0.0
0.000296572019578889
0.001475924625992775
0.0

