Training Confusion Matrix
"Each column is predicted class, each row is actual class"
9005.0,0.0,74.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0
80506.0,0.0,52424.0,2567.0,225.0,0.0,0.0,0.0,291.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0
503622.0,0.0,382027.0,155894.0,309.0,4.0,0.0,3.0,1099.0,0.0,255.0,1655.0,144.0,0.0,3362.0,0.0
693019.0,2.0,236631.0,532915.0,4604.0,0.0,4.0,92.0,20891.0,0.0,12460.0,12059.0,3.0,0.0,24168.0,0.0
858691.0,0.0,41259.0,540031.0,6420.0,0.0,24.0,49.0,18778.0,0.0,26133.0,31784.0,17.0,0.0,192315.0,0.0
577221.0,0.0,9623.0,382863.0,15804.0,0.0,160.0,125.0,20274.0,0.0,27535.0,43113.0,84.0,0.0,136590.0,0.0
384934.0,4.0,1074.0,208163.0,3711.0,0.0,79.0,168.0,26309.0,0.0,20976.0,39082.0,73.0,0.0,170239.0,0.0
215617.0,0.0,108.0,94523.0,720.0,0.0,45.0,54.0,18354.0,0.0,10664.0,21373.0,28.0,0.0,62698.0,0.0
106836.0,0.0,4.0,47439.0,196.0,0.0,14.0,12.0,8500.0,0.0,4689.0,14120.0,2.0,0.0,30921.0,0.0
41194.0,0.0,0.0,31685.0,103.0,0.0,1.0,12.0,3974.0,0.0,1421.0,9567.0,1.0,0.0,28649.0,0.0
17199.0,0.0,2.0,14350.0,36.0,0.0,1.0,1.0,1556.0,0.0,403.0,5146.0,0.0,0.0,13019.0,0.0
7521.0,0.0,1.0,3557.0,39.0,0.0,0.0,0.0,615.0,0.0,168.0,3257.0,0.0,0.0,10399.0,0.0
2118.0,0.0,3.0,1952.0,13.0,0.0,0.0,0.0,122.0,0.0,51.0,1047.0,0.0,0.0,3086.0,0.0
638.0,0.0,12.0,1351.0,3.0,0.0,0.0,0.0,13.0,0.0,4.0,272.0,0.0,0.0,2103.0,0.0
152.0,0.0,3.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,616.0,0.0
368.0,0.0,127.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,131.0,0.0

Precision for each class. Each row is one class
0.002573856618255377
0.0
0.528119683265686
0.2640905976295471
0.1994841992855072
0.0
0.24085365235805511
0.10465116053819656
0.07037822157144547
0.0
0.003846851410344243
0.017845988273620605
0.0
0.0
0.0009077860158868134
0.0

Recall for each class. Each row is one class
0.9489935636520386
0.0
0.3643995225429535
0.3467584252357483
0.0037423470057547092
0.0
9.241798397852108e-05
0.00012730323942378163
0.039956189692020416
0.0
0.007793011609464884
0.12744061648845673
0.0
0.0
0.5767790079116821
0.0

F1 score for each class. Each row is one class
0.005133789498358965
0.0
0.43124350905418396
0.29983067512512207
0.007346865255385637
0.0
0.00018476507102604955
0.00025429713423363864
0.050973135977983475
0.0
0.00515101058408618
0.03130782023072243
0.0
0.0
0.001812719157896936
0.0






Testing Confusion Matrix
"Each column is predicted class, each row is actual class"
2185.0,0.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0
20193.0,0.0,13128.0,649.0,46.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
125854.0,0.0,95402.0,39085.0,78.0,0.0,0.0,0.0,283.0,0.0,66.0,430.0,37.0,0.0,819.0,0.0
173697.0,0.0,59446.0,132884.0,1120.0,0.0,1.0,15.0,5135.0,0.0,3098.0,3024.0,0.0,0.0,6151.0,0.0
214843.0,0.0,10193.0,135004.0,1669.0,0.0,5.0,11.0,4765.0,0.0,6437.0,7977.0,3.0,0.0,47818.0,0.0
