Training Confusion Matrix
"Each column is predicted class, each row is actual class"
8699.0,0.0,68.0,156.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,290.0,0.0
4898.0,0.0,52294.0,21197.0,57105.0,0.0,0.0,13.0,466.0,0.0,6.0,0.0,0.0,0.0,19.0,0.0
128400.0,0.0,381952.0,188426.0,312000.0,4.0,7194.0,36.0,1651.0,0.0,1496.0,881.0,761.0,1430.0,24712.0,0.0
355792.0,0.0,236492.0,560654.0,298354.0,78.0,1206.0,233.0,19532.0,0.0,15586.0,14793.0,285.0,216.0,33100.0,124.0
513809.0,0.0,41201.0,550750.0,229748.0,3340.0,11720.0,216.0,18625.0,0.0,29498.0,51291.0,1352.0,3835.0,249560.0,10794.0
343401.0,0.0,9732.0,382869.0,145544.0,12036.0,11774.0,273.0,19226.0,1.0,33653.0,55602.0,1566.0,3644.0,180064.0,13398.0
238382.0,0.0,1072.0,212659.0,92957.0,3047.0,4375.0,348.0,26053.0,0.0,27615.0,46143.0,543.0,1820.0,194560.0,5396.0
112174.0,0.0,113.0,108762.0,69969.0,573.0,1089.0,136.0,17541.0,0.0,13867.0,26634.0,813.0,1036.0,71412.0,459.0
48748.0,0.0,2.0,62873.0,36849.0,93.0,282.0,69.0,8218.0,0.0,6049.0,16596.0,471.0,554.0,31856.0,6.0
18614.0,0.0,0.0,33304.0,18743.0,8.0,118.0,15.0,3838.0,0.0,2021.0,12187.0,403.0,142.0,27204.0,2.0
7877.0,0.0,1.0,15598.0,7376.0,20.0,39.0,63.0,1594.0,0.0,722.0,6856.0,174.0,65.0,11215.0,0.0
4367.0,0.0,2.0,3980.0,2407.0,34.0,57.0,23.0,605.0,0.0,209.0,4420.0,6.0,44.0,9353.0,0.0
1417.0,0.0,3.0,2371.0,321.0,20.0,3.0,0.0,121.0,0.0,54.0,1196.0,0.0,3.0,2923.0,0.0
340.0,0.0,13.0,1441.0,148.0,0.0,0.0,0.0,12.0,0.0,4.0,345.0,0.0,3.0,2057.0,0.0
87.0,0.0,3.0,297.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,633.0,0.0
181.0,0.0,127.0,216.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,158.0,0.0

Precision for each class. Each row is one class
0.004867428448051214
0.0
0.5282328724861145
0.26130980253219604
0.18065088987350464
0.6251493096351624
0.11556647717952728
0.09543859958648682
0.0699511393904686
0.0
0.005520721897482872
0.018642788752913475
0.0
0.00023446658451575786
0.0007543652900494635
0.0

